EDITION,NAME,TOKEN,ATTRIBUTE:POWER,ATTRIBUTE:ATTACK,ATTRIBUTE:DEFENSE,ATTRIBUTE:SPEED,ATTRIBUTE:INTELLIGENCE,ATTRIBUTE:HEART,ATTRIBUTE:BACKGROUND,ATTRIBUTE:CIRCLE,ATTRIBUTE:ELEMENTAL,ATTRIBUTE:COLOR,ATTRIBUTE:EYES,ATTRIBUTE:SCALES,ATTRIBUTE:CHEST,ATTRIBUTE:SPIKES,ATTRIBUTE:ARMOUR,ATTRIBUTE:HORN,ATTRIBUTE:SCORE,RANKING,MEDIA:ORIGINAL,MEDIA:THUMBNAIL
3898,GNOGONS #3898,XGNOGONS-0a6d4c-0F3A,98,91,90,92,91,100,Pure Red,GNG,Moon,Darkmode,Cerulean,Oceanic,Desert Storm,Ifrit,None,Omega,1098.99,142,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3898.png,
3899,GNOGONS #3899,XGNOGONS-0a6d4c-0F3B,96,93,90,95,95,90,Black Charcoal,Taupe,Gnogen,Fire Blast,Sky,Oceanic,Maiar Blue,Fine Wine,None,Aviators,347.73,4836,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3899.png,
3900,GNOGONS #3900,XGNOGONS-0a6d4c-0F3C,96,95,91,89,94,94,Hot Pink,Forrest,Thunder,Destiny,Gold,Oceanic,Steel Scales,Beauty,Seashell,Mystic,362.77,4024,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3900.png,
3901,GNOGONS #3901,XGNOGONS-0a6d4c-0F3D,90,97,98,95,97,96,Pure Red,Blush,Gnogen,Lunar Landing,Emerald,Oceanic,Plated,Rainbow,Royal Armor,Protector,395.74,2692,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3901.png,
3902,GNOGONS #3902,XGNOGONS-0a6d4c-0F3E,98,91,91,95,94,97,Midnight Navy,Beluga,Ice,Lunar Landing,Citrus,Mountain,Steel Scales,Eco,None,Wisdom,392.25,2815,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3902.png,
3903,GNOGONS #3903,XGNOGONS-0a6d4c-0F3F,85,90,93,95,92,90,Gnogen Burst,Aura,Ether,Cotton Candy,Emerald,Toxic,Desert Storm,Photosynthesis,None,Super Rare,1065.09,187,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3903.png,
3904,GNOGONS #3904,XGNOGONS-0a6d4c-0F40,92,94,93,93,97,95,Midnight Navy,Taupe,Thunder,Kobe,Charcoal,Oceanic,Cave,Moss,Blackbox,Healer,289.96,8522,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3904.png,
3905,GNOGONS #3905,XGNOGONS-0a6d4c-0F41,85,91,94,93,92,89,Pure Red,Beluga,Ether,Cotton Candy,Cerulean,Toxic,Cave,Mist,Seashell,Elder,291.75,8432,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3905.png,
3906,GNOGONS #3906,XGNOGONS-0a6d4c-0F42,97,97,89,91,89,94,Hot Pink,Aura,Ether,Kobe,Citrus,Toxic,Stealthmode,Sacrifice,Metal,Protector,346.9,4889,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3906.png,
3907,GNOGONS #3907,XGNOGONS-0a6d4c-0F43,96,91,94,93,90,94,Black Charcoal,Tiffany,Thunder,24 Karat,Autumn,Toxic,Blizzard,Razor,None,Healer,284.37,8816,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3907.png,
3908,GNOGONS #3908,XGNOGONS-0a6d4c-0F44,97,98,91,94,90,94,Hot Pink,Aura,Alloys,Seaside,Citrus,Diamond,Gold Plated,Dusk,None,Warrior,327.76,6103,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3908.png,
3909,GNOGONS #3909,XGNOGONS-0a6d4c-0F45,94,91,95,99,96,97,Fast Furious,Taupe,Fire,Lockness,Dragonfruit,Mountain,Mech Suit,Razor,None,Scythe,332.47,5798,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3909.png,
3910,GNOGONS #3910,XGNOGONS-0a6d4c-0F46,85,94,93,90,97,96,Twilight Zone,GNG,Thunder,Guardian of Earth,Cerulean,Tough,Cave,Hazard,Royal Armor,Grim Reaper,325.75,6258,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3910.png,
3911,GNOGONS #3911,XGNOGONS-0a6d4c-0F47,93,95,94,91,96,90,Standard Issue,Bananas,Fear,Bubble Gum,Violet,Toxic,Blizzard,Hazard,None,Super,283.15,8886,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3911.png,
3912,GNOGONS #3912,XGNOGONS-0a6d4c-0F48,85,91,93,95,99,91,Holograph,Plum,Sun,Fire Blast,Dragonfruit,Diamond,Maiar Blue,Silver,None,Protector,346.84,4892,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3912.png,
3913,GNOGONS #3913,XGNOGONS-0a6d4c-0F49,100,94,95,98,93,94,Twilight Zone,Taupe,Fear,Lockness,Violet,Oceanic,Stealthmode,Dusk,None,Alpha,1346.61,21,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3913.png,
3914,GNOGONS #3914,XGNOGONS-0a6d4c-0F4A,80,98,95,93,96,91,Twilight Zone,GNG,Thunder,Lunar Landing,Sky,Mountain,Blizzard,Hades,None,Healer,317.13,6816,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3914.png,
3915,GNOGONS #3915,XGNOGONS-0a6d4c-0F4B,96,99,93,93,95,93,Twilight Zone,GNG,Fear,Death,Cerulean,Oceanic,Maiar Blue,Bones,None,Metaversed,372.83,3550,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3915.png,
3916,GNOGONS #3916,XGNOGONS-0a6d4c-0F4C,95,94,96,95,95,90,Standard Issue,Blush,Ether,Cotton Candy,Sky,Mountain,Stealthmode,Frost,MEX,Destroyer,407.9,2295,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3916.png,
3917,GNOGONS #3917,XGNOGONS-0a6d4c-0F4D,85,90,94,92,94,95,Standard Issue,Matte,Fire,Diamond Hands,Charcoal,Dragonguard,Atlantis,Jet Blue,None,Wisdom,336.67,5498,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3917.png,
3918,GNOGONS #3918,XGNOGONS-0a6d4c-0F4E,80,89,94,98,97,92,Standard Issue,Matte,Plant,Lunar Landing,Dragonfruit,Mountain,Desert Storm,Frost,None,Healer,313.3,7076,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3918.png,
3919,GNOGONS #3919,XGNOGONS-0a6d4c-0F4F,97,94,99,96,95,100,Twilight Zone,Cyber,Gnogen,Diamond Hands,Charcoal,Lagoon,Mech Suit,Ifrit,Seashell,Protector,1028.52,235,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3919.png,
3920,GNOGONS #3920,XGNOGONS-0a6d4c-0F50,92,97,96,94,97,92,Black Charcoal,Cyber,Gnogen,Diamond Hands,Citrus,Mountain,Blizzard,Chariot,Royal Armor,Healer,317.57,6794,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3920.png,
3921,GNOGONS #3921,XGNOGONS-0a6d4c-0F51,80,98,94,96,98,94,Hot Pink,Plum,Fear,Kobe,Charcoal,Diamond,Desert Storm,Jira,None,Wisdom,382.54,3158,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3921.png,
3922,GNOGONS #3922,XGNOGONS-0a6d4c-0F52,85,91,92,94,94,90,Standard Issue,Beluga,Moon,Destiny,Violet,Diamond,Stealthmode,Hazard,None,Mountaineer,313.1,7090,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3922.png,
3923,GNOGONS #3923,XGNOGONS-0a6d4c-0F53,85,92,93,94,94,95,Hot Pink,Tiffany,Sun,Lockness,Cerulean,Diamond,Marine,Hazard,MEX,Inferno,274.65,9262,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3923.png,
3924,GNOGONS #3924,XGNOGONS-0a6d4c-0F54,92,94,98,95,94,98,Hot Pink,Aura,Thunder,24 Karat,Emerald,Toxic,Steel Scales,Razor,Impenetrable,Alien,469.98,1136,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3924.png,
3925,GNOGONS #3925,XGNOGONS-0a6d4c-0F55,90,93,95,98,90,92,Twilight Zone,Aura,Alloys,Death,Autumn,Oceanic,Gold Plated,Plasma,None,Iridescent,305.84,7568,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3925.png,
3926,GNOGONS #3926,XGNOGONS-0a6d4c-0F56,80,98,97,94,94,94,Standard Issue,Deep Sea,Ice,Lunar Landing,Emerald,Oceanic,Marine,Jira,Rise,Warrior,313.71,7040,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3926.png,
3927,GNOGONS #3927,XGNOGONS-0a6d4c-0F57,75,93,91,93,97,98,Twilight Zone,Aura,Sun,Guardian of Earth,Autumn,Mountain,Atlantis,Sacrifice,None,Protector,319.24,6680,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3927.png,
3928,GNOGONS #3928,XGNOGONS-0a6d4c-0F58,85,94,89,93,95,94,Pure Red,Forrest,Time,Guardian of Earth,Cerulean,Oceanic,Steel Scales,Plasma,None,Iridescent,297.15,8108,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3928.png,
3929,GNOGONS #3929,XGNOGONS-0a6d4c-0F59,90,98,94,94,94,94,Fast Furious,Forrest,Sun,Fire Blast,Sky,Tough,Plated,Beauty,None,Inferno,309.7,7339,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3929.png,
3930,GNOGONS #3930,XGNOGONS-0a6d4c-0F5A,85,96,94,95,94,96,Black Charcoal,Cyber,Thunder,Diamond Hands,Offwhite,Tough,Steel Scales,Rainbow,None,Ancient,406.29,2343,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3930.png,
3931,GNOGONS #3931,XGNOGONS-0a6d4c-0F5B,92,94,92,97,92,93,Pure Red,Aura,Ether,Gnogons,Gold,Mountain,Gold Plated,Razor,None,Protector,292.55,8385,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3931.png,
3932,GNOGONS #3932,XGNOGONS-0a6d4c-0F5C,90,98,95,91,91,94,Midnight Navy,Taupe,Thunder,Darkmode,Dragonfruit,Dragonguard,Steel Scales,Dusk,Special Task Force,Pharoah,396.3,2671,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3932.png,
3933,GNOGONS #3933,XGNOGONS-0a6d4c-0F5D,90,93,94,90,90,95,Twilight Zone,Bone,Spirit,Rival,Autumn,Lagoon,Atlantis,Razor,None,Victory Crown,276.16,9196,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3933.png,
3934,GNOGONS #3934,XGNOGONS-0a6d4c-0F5E,94,95,95,95,94,91,Fast Furious,Blush,Fear,24 Karat,Autumn,Toxic,Plated,Plasma,Metal,Mystic,409.69,2238,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3934.png,
3935,GNOGONS #3935,XGNOGONS-0a6d4c-0F5F,90,98,92,91,94,92,Standard Issue,GNG,Ether,Bubble Gum,Autumn,Oceanic,Atlantis,Photosynthesis,None,Healer,305.11,7619,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3935.png,
3936,GNOGONS #3936,XGNOGONS-0a6d4c-0F60,92,94,96,94,91,98,Black Charcoal,Blush,Decay,Bubble Gum,Violet,Diamond,Plated,Fine Wine,None,Victory Crown,381.47,3204,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3936.png,
3937,GNOGONS #3937,XGNOGONS-0a6d4c-0F61,85,90,91,92,93,91,Twilight Zone,Forrest,Ether,Guardian of Earth,Violet,Toxic,Marine,Hazard,Crusader,Omega,387.09,2995,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3937.png,
3938,GNOGONS #3938,XGNOGONS-0a6d4c-0F62,80,95,89,98,94,94,Tiffany Sea,Deep Sea,Thunder,Lunar Landing,Emerald,Oceanic,Marine,Chariot,Royal Armor,Uniswap Killer,362.83,4021,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3938.png,
3939,GNOGONS #3939,XGNOGONS-0a6d4c-0F63,93,94,94,96,100,95,Standard Issue,Bone,Fear,Fire Blast,Gold,Mountain,Marine,Hades,None,Warrior,852.46,531,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3939.png,
3940,GNOGONS #3940,XGNOGONS-0a6d4c-0F64,94,94,97,94,91,93,Pure Red,Tiffany,Plant,Diamond Hands,Cerulean,Diamond,Marine,Mist,Crusader,Elder,306.32,7531,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3940.png,
3941,GNOGONS #3941,XGNOGONS-0a6d4c-0F65,93,94,94,95,99,93,Fast Furious,Aura,Alloys,Diamond Hands,Charcoal,Oceanic,Gold Plated,Dusk,Rise,Iridescent,310.11,7304,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3941.png,
3942,GNOGONS #3942,XGNOGONS-0a6d4c-0F66,99,92,98,93,94,97,Undriven Snow,Plum,Ice,Guardian of Earth,Emerald,Dragonguard,Plated,Blades,Crusader,Prism Frost,434.43,1674,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3942.png,
3943,GNOGONS #3943,XGNOGONS-0a6d4c-0F67,96,89,90,96,93,98,Hot Pink,Blush,Alloys,Lunar Landing,Sky,Lagoon,Marine,Razor,Metal,Pharoah,443.76,1474,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3943.png,
3944,GNOGONS #3944,XGNOGONS-0a6d4c-0F68,60,94,94,92,96,93,Undriven Snow,GNG,Gnogen,Kobe,Charcoal,Toxic,Marine,Silver,Seashell,Priest,307.98,7432,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3944.png,
3945,GNOGONS #3945,XGNOGONS-0a6d4c-0F69,95,97,95,97,99,94,Pure Red,Bone,Ether,Seaside,Offwhite,Mountain,Maiar Blue,Photosynthesis,Blackbox,Grim Reaper,423.64,1899,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3945.png,
3946,GNOGONS #3946,XGNOGONS-0a6d4c-0F6A,85,94,96,94,95,98,Midnight Navy,Plum,Ice,Diamond Hands,Dragonfruit,Dragonguard,Blizzard,Scarab,None,Uniswap Killer,335.75,5560,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3946.png,
3947,GNOGONS #3947,XGNOGONS-0a6d4c-0F6B,80,94,96,90,99,94,Twilight Zone,Deep Sea,Decay,Lunar Landing,Sky,Oceanic,Plated,Sacrifice,Rise,Wisdom,354.92,4427,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3947.png,
3948,GNOGONS #3948,XGNOGONS-0a6d4c-0F6C,60,91,94,90,90,93,Pure Red,GNG,Fire,Gnogons,Charcoal,Diamond,Plated,Blades,Rise,Wisdom,290.9,8474,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3948.png,
3949,GNOGONS #3949,XGNOGONS-0a6d4c-0F6D,94,96,94,94,96,94,Hot Pink,Beluga,Fear,Seaside,Cerulean,Mountain,Cave,Plasma,None,Grim Reaper,306.4,7527,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3949.png,
3950,GNOGONS #3950,XGNOGONS-0a6d4c-0F6E,94,96,94,93,100,90,Almond Skin,Aura,Thunder,Lockness,Offwhite,Diamond,Stealthmode,Hades,Crusader,Prism Frost,876.65,488,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3950.png,
3951,GNOGONS #3951,XGNOGONS-0a6d4c-0F6F,92,94,90,94,92,94,Midnight Navy,Blush,Moon,God of War,Charcoal,Dragonguard,Desert Storm,Plasma,None,Elder,285.2,8776,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3951.png,
3952,GNOGONS #3952,XGNOGONS-0a6d4c-0F70,91,90,99,92,92,96,Hot Pink,GNG,Water,Lunar Landing,Gold,Mountain,Marine,Scarab,Rise,Super Rare,1115.65,134,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3952.png,
3953,GNOGONS #3953,XGNOGONS-0a6d4c-0F71,97,91,93,94,91,97,Hot Pink,Blush,Gnogen,Seaside,Offwhite,Diamond,Steel Scales,Icicles,None,Scythe,312.8,7118,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3953.png,
3954,GNOGONS #3954,XGNOGONS-0a6d4c-0F72,75,92,97,97,92,96,Hot Pink,Tiffany,Moon,Cotton Candy,Autumn,Diamond,Stealthmode,Fine Wine,MEX,Prism Frost,365.35,3897,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3954.png,
3955,GNOGONS #3955,XGNOGONS-0a6d4c-0F73,90,89,91,96,92,94,Fast Furious,Beluga,Ether,24 Karat,Autumn,Toxic,Plated,Rainbow,None,Iridescent,266.6,9540,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3955.png,
3956,GNOGONS #3956,XGNOGONS-0a6d4c-0F74,97,89,95,90,94,94,Gnogen Burst,Tiffany,Water,Death,Charcoal,Toxic,Atlantis,Blades,Blackbox,Aviators,345.08,4993,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3956.png,
3957,GNOGONS #3957,XGNOGONS-0a6d4c-0F75,94,94,96,89,93,95,Midnight Navy,Plum,Ice,Rival,Charcoal,Dragonguard,Desert Storm,Bones,None,Ancient,389.91,2889,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3957.png,
3958,GNOGONS #3958,XGNOGONS-0a6d4c-0F76,85,94,96,97,93,90,Pure Red,Beluga,Fire,Darkmode,Autumn,Oceanic,Stealthmode,Scarab,None,Warrior,267.24,9524,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3958.png,
3959,GNOGONS #3959,XGNOGONS-0a6d4c-0F77,85,92,98,90,93,97,Pure Red,Bananas,Plant,Destiny,Citrus,Diamond,Marine,Chariot,Blackbox,Joker,629.62,656,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3959.png,
3960,GNOGONS #3960,XGNOGONS-0a6d4c-0F78,95,98,98,94,94,97,Gnogen Burst,Bone,Alloys,Cotton Candy,Autumn,Oceanic,Cave,Silver,Special Task Force,Healer,399.38,2563,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3960.png,
3961,GNOGONS #3961,XGNOGONS-0a6d4c-0F79,70,95,96,89,99,92,Fast Furious,Blush,Ice,Guardian of Earth,Sky,Diamond,Maiar Blue,Razor,None,Victory Crown,314.94,6954,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3961.png,
3962,GNOGONS #3962,XGNOGONS-0a6d4c-0F7A,85,96,94,91,91,99,Hot Pink,Bone,Plant,Lockness,Cerulean,Toxic,Atlantis,Bones,Rise,Super,305.19,7611,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3962.png,
3963,GNOGONS #3963,XGNOGONS-0a6d4c-0F7B,90,94,93,96,94,94,Gnogen Burst,Bananas,Alloys,God of War,Citrus,Oceanic,Mech Suit,Razor,None,Uniswap Killer,287.62,8644,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3963.png,
3964,GNOGONS #3964,XGNOGONS-0a6d4c-0F7C,90,94,97,94,96,90,Hot Pink,Blush,Decay,God of War,Cerulean,Oceanic,Stealthmode,Jira,None,Healer,272.41,9357,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3964.png,
3965,GNOGONS #3965,XGNOGONS-0a6d4c-0F7D,70,94,95,98,91,91,Almond Skin,Cyber,Decay,Fire Blast,Charcoal,Tough,Steel Scales,Hazard,Rise,Alpha,494.25,942,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3965.png,
3966,GNOGONS #3966,XGNOGONS-0a6d4c-0F7E,100,97,98,96,94,94,Undriven Snow,Cyber,Moon,God of War,Citrus,Toxic,Plated,Razor,None,Super,1212.46,67,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3966.png,
3967,GNOGONS #3967,XGNOGONS-0a6d4c-0F7F,93,98,92,94,98,95,Undriven Snow,GNG,Plant,God of War,Cerulean,Toxic,Plated,Beauty,None,Protector,389.55,2901,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3967.png,
3968,GNOGONS #3968,XGNOGONS-0a6d4c-0F80,70,95,90,90,96,92,Fast Furious,Matte,Fire,Fire Blast,Cerulean,Toxic,Atlantis,Bones,None,Uniswap Killer,275.34,9231,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3968.png,
3969,GNOGONS #3969,XGNOGONS-0a6d4c-0F81,92,99,91,92,93,94,Standard Issue,Plum,Plant,Destiny,Dragonfruit,Toxic,Gold Plated,Rainbow,None,Healer,310.55,7273,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3969.png,
3970,GNOGONS #3970,XGNOGONS-0a6d4c-0F82,65,92,96,96,93,98,Pure Red,Cyber,Ether,Kobe,Dragonfruit,Toxic,Steel Scales,Hazard,Special Task Force,Joker,616.87,661,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3970.png,
3971,GNOGONS #3971,XGNOGONS-0a6d4c-0F83,90,95,91,97,96,94,Pure Red,Forrest,Alloys,Cotton Candy,Offwhite,Oceanic,Marine,Bones,None,Metaversed,323.67,6386,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3971.png,
3972,GNOGONS #3972,XGNOGONS-0a6d4c-0F84,92,97,90,96,92,89,Black Charcoal,GNG,Plant,Lunar Landing,Dragonfruit,Oceanic,Marine,Ifrit,None,Uniswap Killer,289.26,8549,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3972.png,
3973,GNOGONS #3973,XGNOGONS-0a6d4c-0F85,96,94,93,91,97,94,Midnight Navy,Blush,Ice,Lockness,Charcoal,Dragonguard,Gold Plated,Razor,None,Scythe,292.97,8365,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3973.png,
3974,GNOGONS #3974,XGNOGONS-0a6d4c-0F86,80,90,93,91,91,96,Jet Black,Deep Sea,Fire,Guardian of Earth,Autumn,Mountain,Steel Scales,Photosynthesis,Rise,Omega,401.99,2467,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3974.png,
3975,GNOGONS #3975,XGNOGONS-0a6d4c-0F87,96,92,94,91,97,97,Midnight Navy,Tiffany,Alloys,Death,Citrus,Toxic,Cave,Blades,None,Skeletor,427.34,1827,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3975.png,
3976,GNOGONS #3976,XGNOGONS-0a6d4c-0F88,85,93,95,94,97,90,Hot Pink,Cyber,Fear,Gnogons,Violet,Lagoon,Cave,Hades,None,Victory Crown,289.12,8563,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3976.png,
3977,GNOGONS #3977,XGNOGONS-0a6d4c-0F89,98,91,94,94,94,95,Hot Pink,Plum,Ice,Seaside,Citrus,Tough,Platinum,Chariot,Special Task Force,Protector,408.3,2281,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3977.png,
3978,GNOGONS #3978,XGNOGONS-0a6d4c-0F8A,80,94,97,94,95,96,Tiffany Sea,Plum,Ether,Diamond Hands,Charcoal,Toxic,Steel Scales,Photosynthesis,Impenetrable,Inferno,334.02,5701,https://ipfs.io/ipfs/QmdCEkyaafqZgmeydXfyWmB71qhHf1WSyGmRtv1SzDFq31/3978.png,
