EDITION,NAME,TOKEN,ATTRIBUTE:MODEL,ATTRIBUTE:RANK,ATTRIBUTE:POWER,ATTRIBUTE:ATTACK,ATTRIBUTE:DEFENSE,ATTRIBUTE:SPEED,ATTRIBUTE:ACCURACY,ATTRIBUTE:RAM,ATTRIBUTE:BACKGROUND,ATTRIBUTE:WEAPON,ATTRIBUTE:BODY,ATTRIBUTE:EXPRESSION,ATTRIBUTE:ARMOR,ATTRIBUTE:MASK,ATTRIBUTE:EYEWEAR,ATTRIBUTE:HEAD,ATTRIBUTE:NECKLACE,ATTRIBUTE:SCORE,RANKING,MEDIA:ORIGINAL,MEDIA:THUMBNAIL
5810,ValidatorV2 #5810,XVTWO-fcc831-16B2,Alpha,NONE,84,98,100,96,92,98,Gray,Dual Blade,Gnogen Orange,Smirk,Bomber Jacket,NONE,NONE,Gladiator,NONE,631.1878606,1693,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5810.png,
5811,ValidatorV2 #5811,XVTWO-fcc831-16B3,Alpha,NONE,95,95,85,85,89,89,Cream,Pistol,Gnogen Orange,Tears,Leather Jacket,NONE,NONE,NONE,NONE,605.0024852,5674,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5811.png,
5812,ValidatorV2 #5812,XVTWO-fcc831-16B4,Alpha,NONE,76,100,98,93,86,86,Orange,Standard Issue,Gnogen Alternate,Dead,Leather Jacket,NONE,NONE,Beanie,NONE,590.0508786,7818,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5812.png,
5813,ValidatorV2 #5813,XVTWO-fcc831-16B5,Alpha,NONE,92,98,89,90,87,89,Crimson,Katana,Gnogen Orange,Normal,Tech Hoodie,Facemask,Night Out,Halo,NONE,623.782197,2670,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5813.png,
5814,ValidatorV2 #5814,XVTWO-fcc831-16B6,Alpha,2,91,92,98,98,96,95,Crimson,Katana,Gnogen Orange,Angry,Observer Squad,NONE,NONE,Crown,NONE,632.2060447,1580,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5814.png,
5815,ValidatorV2 #5815,XVTWO-fcc831-16B7,Alpha,NONE,69,88,93,87,89,97,Taupe,Robo Arms,Gnogen Alternate,Disappointed,Observer Squad,Respirator,NONE,NONE,NONE,575.652096,9220,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5815.png,
5816,ValidatorV2 #5816,XVTWO-fcc831-16B8,Alpha,NONE,100,89,88,89,92,89,Orange,Katana,Gnogen Orange,Angry,Bomber Jacket,NONE,NONE,Apocalypse,Cold Storage,619.2797526,3375,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5816.png,
5817,ValidatorV2 #5817,XVTWO-fcc831-16B9,Alpha,NONE,81,100,92,91,89,96,Taupe,Dual Blade,Gnogen Alternate,Curious,Exiled,Barbarian,NONE,Headband,Multi Chain,616.7593858,3799,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5817.png,
5818,ValidatorV2 #5818,XVTWO-fcc831-16BA,Alpha,NONE,87,96,90,93,96,85,Orange,Great Sword,Gnogen Orange,Smirk,General,Doctor,NONE,Samurai,NONE,615.4131981,4008,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5818.png,
5819,ValidatorV2 #5819,XVTWO-fcc831-16BB,Alpha,NONE,79,96,88,93,92,88,Gray,Great Sword,Gnogen Alternate,Normal,Meta,NONE,NONE,NONE,NONE,585.936216,8304,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5819.png,
5820,ValidatorV2 #5820,XVTWO-fcc831-16BC,Alpha,NONE,82,87,85,86,85,92,Orange,Robo Arms,Gnogen Alternate,Angry,Platinum,Facemask,NONE,NONE,NONE,582.410797,8681,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5820.png,
5821,ValidatorV2 #5821,XVTWO-fcc831-16BD,Alpha,NONE,73,89,95,97,90,88,Cream,Hoverboard,Gnogen Alternate,Normal,Dojo,NONE,NONE,NONE,NONE,579.1434792,8957,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5821.png,
5822,ValidatorV2 #5822,XVTWO-fcc831-16BE,Alpha,NONE,68,90,86,100,89,86,Orange,Scythe,Gnogen Alternate,Dead,Platinum,NONE,NONE,Cap,NONE,567.1206544,9704,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5822.png,
5823,ValidatorV2 #5823,XVTWO-fcc831-16BF,Alpha,NONE,77,98,94,100,92,97,Crimson,Dual Blade,Gnogen Orange,Smirk,Zero Dark,NONE,Monocle,Cap,NONE,624.0858715,2634,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5823.png,
5824,ValidatorV2 #5824,XVTWO-fcc831-16C0,Alpha,1,95,94,97,100,100,90,Taupe,NONE,Gnogen Orange,Smirk,Suit Ready,NONE,NONE,Headband,NONE,643.0728185,708,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5824.png,
5825,ValidatorV2 #5825,XVTWO-fcc831-16C1,Alpha,NONE,87,88,88,88,98,96,Orange,Axe,Gnogen Alternate,Angry,Royal,NONE,NONE,Cap,NONE,605.1934521,5644,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5825.png,
5826,ValidatorV2 #5826,XVTWO-fcc831-16C2,Alpha,NONE,100,91,90,95,93,87,Crimson,Rocket Launcher,Gnogen Alternate,Curious,Royal,NONE,NONE,NONE,NONE,625.2168224,2471,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5826.png,
5827,ValidatorV2 #5827,XVTWO-fcc831-16C3,Alpha,NONE,97,97,99,98,93,89,Cream,Hacker,Gnogen Orange,Normal,Roman,Soundproof,NONE,Samurai,Timepiece,647.2482251,526,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5827.png,
5828,ValidatorV2 #5828,XVTWO-fcc831-16C4,Alpha,NONE,70,87,95,92,92,98,Crimson,Laser Gun,Gnogen Alternate,Relieved,Dressed To Kill,NONE,NONE,Hockey,NONE,583.3460144,8587,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5828.png,
5829,ValidatorV2 #5829,XVTWO-fcc831-16C5,Alpha,NONE,91,91,94,98,94,85,Taupe,AK47,Gnogen Orange,LOL,Mage,NONE,NONE,NONE,NONE,633.9827237,1408,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5829.png,
5830,ValidatorV2 #5830,XVTWO-fcc831-16C6,Alpha,NONE,100,97,100,89,95,98,Taupe,Hoverboard,Gnogen Alternate,Dead,Cyber Criminal,NONE,NONE,Samurai,NONE,642.195345,765,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5830.png,
5831,ValidatorV2 #5831,XVTWO-fcc831-16C7,Alpha,NONE,65,91,87,99,90,96,Orange,Standard Issue,Gnogen Alternate,Angry,Soldier,NONE,NONE,Crown,NONE,574.8758284,9287,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5831.png,
5832,ValidatorV2 #5832,XVTWO-fcc831-16C8,Alpha,NONE,80,88,94,91,89,99,Cream,Dual Blade,Gnogen Orange,Bored,V2 Hoodie,NONE,NONE,Samurai,NONE,594.4387555,7246,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5832.png,
5833,ValidatorV2 #5833,XVTWO-fcc831-16C9,Alpha,NONE,91,92,85,85,91,91,Gray,Standard Issue,Gnogen Alternate,Dead,Lowkey,NONE,Poet Glasses,NONE,NONE,592.1587786,7553,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5833.png,
5834,ValidatorV2 #5834,XVTWO-fcc831-16CA,Alpha,NONE,87,95,94,99,87,92,Gray,Drone,Gnogen Alternate,Angry,Tech Hoodie,NONE,NONE,Cap,NONE,612.0121057,4565,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5834.png,
5835,ValidatorV2 #5835,XVTWO-fcc831-16CB,Alpha,1,94,88,88,87,88,95,Taupe,Sword,Gnogen Orange,Angry,Dojo,Barbarian,NONE,NONE,NONE,604.5510601,5743,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5835.png,
5836,ValidatorV2 #5836,XVTWO-fcc831-16CC,Alpha,NONE,93,90,95,91,90,100,Taupe,Rocket Launcher,Gnogen Orange,Normal,Crossbody,NONE,NONE,Cap,NONE,617.4604999,3661,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5836.png,
5837,ValidatorV2 #5837,XVTWO-fcc831-16CD,Alpha,NONE,86,88,93,85,99,94,Crimson,Pistol,Gnogen Alternate,Normal,Dojo,NONE,NONE,Beanie,NONE,600.0155146,6421,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5837.png,
5838,ValidatorV2 #5838,XVTWO-fcc831-16CE,Alpha,NONE,75,97,87,92,93,98,Cream,Hoverboard,Gnogen Alternate,Angry,Observer Squad,NONE,NONE,Halo,Cuban,595.9130064,7034,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5838.png,
5839,ValidatorV2 #5839,XVTWO-fcc831-16CF,Alpha,NONE,74,90,92,96,97,97,Cream,NONE,Gnogen Alternate,Normal,Roman,Doctor,NONE,Sailor,NONE,603.3965906,5922,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5839.png,
5840,ValidatorV2 #5840,XVTWO-fcc831-16D0,Alpha,3,96,94,91,98,97,93,Crimson,Rocket Launcher,Gnogen Alternate,WTF,Rawr,Facemask,NONE,NONE,NONE,671.1285258,102,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5840.png,
5841,ValidatorV2 #5841,XVTWO-fcc831-16D1,Alpha,NONE,74,98,88,91,95,88,Cream,NONE,Gnogen Alternate,Bored,War Armor,Soundproof,NONE,NONE,NONE,597.8327207,6728,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5841.png,
5842,ValidatorV2 #5842,XVTWO-fcc831-16D2,Alpha,NONE,72,97,90,90,88,99,Orange,Great Sword,Gnogen Orange,Normal,Dojo,NONE,Display,NONE,NONE,595.0091605,7163,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5842.png,
5843,ValidatorV2 #5843,XVTWO-fcc831-16D3,Alpha,NONE,90,100,87,93,98,93,Crimson,Stick,Gnogen Orange,Relieved,Leather Jacket,NONE,NONE,Racer,NONE,625.0617786,2497,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5843.png,
5844,ValidatorV2 #5844,XVTWO-fcc831-16D4,Alpha,NONE,99,93,89,97,93,90,Gray,Katana,Gnogen Orange,Dead,Cyber Criminal,Goalie,Aviators,NONE,NONE,636.0337199,1215,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5844.png,
5845,ValidatorV2 #5845,XVTWO-fcc831-16D5,Alpha,1,88,87,99,98,87,90,Crimson,Bow & Arrow,Gnogen Orange,LOL,General,NONE,Scanner,NONE,Cold Storage,627.5822877,2140,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5845.png,
5846,ValidatorV2 #5846,XVTWO-fcc831-16D6,Alpha,NONE,65,86,98,92,86,100,Orange,Hoverboard,Gnogen Orange,Normal,Soldier,NONE,NONE,Headband,Timepiece,575.6607863,9219,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5846.png,
5847,ValidatorV2 #5847,XVTWO-fcc831-16D7,Alpha,NONE,91,93,100,86,89,97,Taupe,Katana,Gnogen Orange,Dead,Observer Squad,NONE,NONE,Headband,NONE,611.4735702,4648,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5847.png,
5848,ValidatorV2 #5848,XVTWO-fcc831-16D8,Alpha,1,99,94,93,96,96,92,Crimson,Scythe,Gnogen Orange,Normal,Spy,NONE,NONE,NONE,NONE,660.7125615,207,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5848.png,
5849,ValidatorV2 #5849,XVTWO-fcc831-16D9,Alpha,NONE,59,86,92,98,96,89,Orange,Rocket Launcher,Gnogen Orange,Serious,V2 Hoodie,NONE,NONE,Headband,NONE,562.7563941,9818,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5849.png,
5850,ValidatorV2 #5850,XVTWO-fcc831-16DA,Alpha,NONE,79,91,91,85,100,90,Gray,Standard Issue,Gnogen Alternate,Angry,Crossbody,Goalie,NONE,Headband,NONE,591.4964384,7635,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5850.png,
5851,ValidatorV2 #5851,XVTWO-fcc831-16DB,Alpha,NONE,74,94,93,100,90,97,Taupe,Dual Blade,Gnogen Alternate,Normal,V Day,NONE,NONE,Headband,NONE,601.1308025,6261,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5851.png,
5852,ValidatorV2 #5852,XVTWO-fcc831-16DC,Alpha,NONE,75,88,93,97,88,95,Crimson,Great Sword,Gnogen Orange,Bored,Tech Hoodie,NONE,NONE,NONE,NONE,587.2475809,8154,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5852.png,
5853,ValidatorV2 #5853,XVTWO-fcc831-16DD,Alpha,NONE,79,100,94,89,86,98,Crimson,Pistol,Gnogen Orange,Tears,Leather Jacket,Respirator,NONE,Headband,NONE,611.7204314,4604,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5853.png,
5854,ValidatorV2 #5854,XVTWO-fcc831-16DE,Alpha,NONE,75,93,91,94,89,89,Crimson,Standard Issue,Gnogen Orange,Relieved,Bomber Jacket,NONE,Aviators,Beanie,NONE,590.5527706,7762,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5854.png,
5855,ValidatorV2 #5855,XVTWO-fcc831-16DF,Alpha,NONE,75,90,100,85,91,98,Orange,Dual Blade,Gnogen Orange,Normal,Boost Hoodie,NONE,NONE,Crown,NONE,591.5292071,7627,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5855.png,
5856,ValidatorV2 #5856,XVTWO-fcc831-16E0,Alpha,NONE,89,87,85,85,96,92,Gray,Axe,Gnogen Orange,WTF,Meta,NONE,NONE,NONE,Cuban,601.2558249,6249,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5856.png,
5857,ValidatorV2 #5857,XVTWO-fcc831-16E1,Alpha,NONE,69,95,87,86,97,90,Crimson,Laser Gun,Gnogen Orange,Normal,Roman,NONE,NONE,NONE,NONE,568.0431312,9671,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5857.png,
5858,ValidatorV2 #5858,XVTWO-fcc831-16E2,Alpha,NONE,62,96,97,89,96,85,Cream,Rocket Launcher,Gnogen Alternate,Angry,V2 Hoodie,NONE,NONE,Beanie,Cuban,572.1165394,9464,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5858.png,
5859,ValidatorV2 #5859,XVTWO-fcc831-16E3,Alpha,NONE,85,90,89,91,98,89,Gray,Sniper Rifle,Gnogen Alternate,Smirk,Platinum,NONE,NONE,Halo,NONE,600.2880206,6382,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5859.png,
5860,ValidatorV2 #5860,XVTWO-fcc831-16E4,Alpha,NONE,89,99,93,91,97,98,Gray,Standard Issue,Gnogen Orange,Normal,Crossbody,NONE,NONE,Beanie,NONE,621.3613738,3049,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5860.png,
5861,ValidatorV2 #5861,XVTWO-fcc831-16E5,Alpha,NONE,89,90,93,90,94,93,Gray,Standard Issue,Gnogen Alternate,Dead,Tech Hoodie,Doctor,Aviators,NONE,NONE,620.3945574,3185,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5861.png,
5862,ValidatorV2 #5862,XVTWO-fcc831-16E6,Alpha,NONE,86,91,88,97,94,88,Taupe,Axe,Gnogen Orange,Relieved,Tech Hoodie,Barbarian,NONE,NONE,NONE,608.600175,5080,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5862.png,
5863,ValidatorV2 #5863,XVTWO-fcc831-16E7,Alpha,2,89,98,91,95,93,93,Taupe,Sword,Gnogen Orange,Normal,Alpha,NONE,Snowboarder,NONE,NONE,630.4030921,1786,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5863.png,
5864,ValidatorV2 #5864,XVTWO-fcc831-16E8,Alpha,NONE,90,100,87,85,99,89,Cream,Great Sword,Gnogen Orange,Serious,Observer Squad,NONE,NONE,Hockey,NONE,607.996302,5185,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5864.png,
5865,ValidatorV2 #5865,XVTWO-fcc831-16E9,Alpha,NONE,89,87,96,95,90,86,Orange,Laser Gun,Gnogen Alternate,Normal,Leather Jacket,Respirator,NONE,NONE,NONE,606.3052346,5449,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5865.png,
5866,ValidatorV2 #5866,XVTWO-fcc831-16EA,Alpha,NONE,91,99,92,97,96,94,Taupe,Robo Arms,Gnogen Alternate,Serious,City Frequency,NONE,Night Out,Sailor,NONE,634.0941589,1395,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5866.png,
5867,ValidatorV2 #5867,XVTWO-fcc831-16EB,Alpha,NONE,83,90,99,94,87,100,Cream,Drone,Gnogen Alternate,Angry,Leather Jacket,NONE,Scientist,NONE,NONE,614.3217985,4181,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5867.png,
5868,ValidatorV2 #5868,XVTWO-fcc831-16EC,Alpha,NONE,79,95,94,92,97,92,Taupe,Pistol,Gnogen Alternate,Relieved,General,NONE,NONE,Halo,NONE,607.5295469,5263,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5868.png,
5869,ValidatorV2 #5869,XVTWO-fcc831-16ED,Alpha,NONE,88,99,93,85,96,85,Cream,Robo Arms,Gnogen Orange,Relieved,Exiled,NONE,NONE,Horns,Dogtag,618.1631531,3550,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5869.png,
5870,ValidatorV2 #5870,XVTWO-fcc831-16EE,Alpha,NONE,79,100,86,92,95,95,Gray,Katana,Gnogen Orange,Angry,Dressed To Kill,NONE,NONE,NONE,NONE,596.8933928,6871,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5870.png,
5871,ValidatorV2 #5871,XVTWO-fcc831-16EF,Alpha,NONE,84,92,86,97,98,89,Crimson,Sword,Gnogen Orange,Normal,Dressed To Kill,NONE,NONE,Headband,Cold Storage,603.9094361,5847,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5871.png,
5872,ValidatorV2 #5872,XVTWO-fcc831-16F0,Alpha,NONE,99,92,96,91,88,85,Taupe,Dual Blade,Gnogen Alternate,Normal,City Frequency,NONE,NONE,Sailor,NONE,612.3283056,4510,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5872.png,
5873,ValidatorV2 #5873,XVTWO-fcc831-16F1,Alpha,NONE,79,99,95,92,85,97,Cream,Axe,Gnogen Orange,Normal,Crossbody,NONE,Night Out,Beanie,NONE,604.3019476,5782,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5873.png,
5874,ValidatorV2 #5874,XVTWO-fcc831-16F2,Alpha,NONE,70,87,89,97,97,95,Taupe,Sword,Gnogen Orange,Serious,Observer Squad,NONE,NONE,Halo,NONE,582.2320705,8699,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5874.png,
5875,ValidatorV2 #5875,XVTWO-fcc831-16F3,Alpha,NONE,77,89,94,90,86,94,Cream,Standard Issue,Gnogen Alternate,Dead,Explorer,NONE,NONE,NONE,NONE,579.6212212,8910,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5875.png,
5876,ValidatorV2 #5876,XVTWO-fcc831-16F4,Alpha,NONE,75,93,85,90,100,86,Crimson,Scythe,Gnogen Orange,Normal,V2 Hoodie,NONE,NONE,Apocalypse,NONE,583.069231,8618,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5876.png,
5877,ValidatorV2 #5877,XVTWO-fcc831-16F5,Alpha,NONE,75,100,93,91,100,98,Orange,Sword,Gnogen Alternate,Normal,Royal,NONE,NONE,Beanie,NONE,610.294604,4834,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5877.png,
5878,ValidatorV2 #5878,XVTWO-fcc831-16F6,Alpha,NONE,82,88,91,98,91,100,Cream,AK47,Gnogen Orange,Normal,War Armor,NONE,NONE,NONE,NONE,608.5527765,5089,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5878.png,
5879,ValidatorV2 #5879,XVTWO-fcc831-16F7,Alpha,NONE,72,89,90,90,97,95,Crimson,Hoverboard,Gnogen Orange,Curious,General,NONE,NONE,NONE,NONE,585.4731456,8357,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5879.png,
5880,ValidatorV2 #5880,XVTWO-fcc831-16F8,Alpha,NONE,89,100,98,93,86,99,Taupe,Rocket Launcher,Gnogen Alternate,Deadeye,Crossbody,NONE,NONE,NONE,NONE,626.1493273,2326,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5880.png,
5881,ValidatorV2 #5881,XVTWO-fcc831-16F9,Alpha,NONE,74,98,96,89,92,96,Cream,Standard Issue,Gnogen Orange,Angry,Platinum,NONE,NONE,Horns,NONE,595.8317003,7043,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5881.png,
5882,ValidatorV2 #5882,XVTWO-fcc831-16FA,Alpha,NONE,98,89,92,85,98,100,Taupe,Robo Arms,Gnogen Orange,Angry,Boost Hoodie,NONE,NONE,NONE,NONE,621.8795281,2983,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5882.png,
5883,ValidatorV2 #5883,XVTWO-fcc831-16FB,Alpha,NONE,96,88,100,95,99,100,Taupe,Stick,Gnogen Orange,Normal,Crossbody,NONE,NONE,Headband,NONE,638.4999075,1004,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5883.png,
5884,ValidatorV2 #5884,XVTWO-fcc831-16FC,Alpha,NONE,70,98,86,86,95,97,Cream,Drone,Gnogen Alternate,Angry,Meta,NONE,NONE,NONE,NONE,579.724111,8904,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5884.png,
5885,ValidatorV2 #5885,XVTWO-fcc831-16FD,Alpha,NONE,79,99,87,88,85,86,Crimson,Drone,Gnogen Alternate,Angry,Casual,NONE,NONE,Headband,Cuban,579.398648,8930,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5885.png,
5886,ValidatorV2 #5886,XVTWO-fcc831-16FE,Alpha,NONE,87,99,93,95,99,87,Orange,Sword,Gnogen Orange,Dead,Platinum,NONE,NONE,NONE,NONE,614.74626,4125,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5886.png,
5887,ValidatorV2 #5887,XVTWO-fcc831-16FF,Alpha,NONE,88,99,88,86,92,98,Gray,Sword,Gnogen Orange,LOL,Suit Ready,NONE,NONE,Crown,NONE,621.6648317,3007,https://media.elrond.com/nfts/asset/QmdTHBy1hsqZtSpnLDn19nJ588vHRVPEewb7Jv8fZBvgWN/5887.png,
